"Filename","Type","Size (MB)","Error"
"Bryan Rigg - D/137 Olinda von Gablenz (12.5% Jew) 24 Nov. 1996 Bonn, Ger. and Helmut von Gottberg (25% Jew) 25 Nov. 1996 Dusseldorf, Ger/137Olinda v. Gablenz 24 Nov. '96, Helmut v.Gottbe.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/137 Olinda von Gablenz (12.5% Jew) 24 Nov. 1996 Bonn, Ger. and Helmut von Gottberg (25% Jew) 25 Nov. 1996 Dusseldorf, Ger/137Olinda v. Gablenz 24 Nov. '96, Helmut v.Gottbe.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x147706f30] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x147706f30] moov atom not found
[in#0 @ 0x147706ce0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/137 Olinda von Gablenz (12.5% Jew) 24 Nov. 1996 Bonn, Ger. and Helmut von Gottberg (25% Jew) 25 Nov. 1996 Dusseldorf, Ger/137Olinda v. Gablenz 24 Nov. '96, Helmut v.Gottbe.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/45 (Video Good) Max Mannheimer 18 Nov. 1994, Munich, Ger., Jürgen Krackow (25% Jew) 18 Nov. 1994, Munich, Ger. and Horst Goldmann, 20 Nov. 1994, Binnigen, Switzerland/01Max Mannheimer 18 Nov. 1994,  &Jürgen Krackow 18 Nov. 1994 .mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/45 (Video Good) Max Mannheimer 18 Nov. 1994, Munich, Ger., Jürgen Krackow (25% Jew) 18 Nov. 1994, Munich, Ger. and Horst Goldmann, 20 Nov. 1994, Binnigen, Switzerland/01Max Mannheimer 18 Nov. 1994,  &Jürgen Krackow 18 Nov. 1994 .mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x13d70bbe0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x13d70bbe0] moov atom not found
[in#0 @ 0x13d70b990] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/45 (Video Good) Max Mannheimer 18 Nov. 1994, Munich, Ger., Jürgen Krackow (25% Jew) 18 Nov. 1994, Munich, Ger. and Horst Goldmann, 20 Nov. 1994, Binnigen, Switzerland/01Max Mannheimer 18 Nov. 1994,  &Jürgen Krackow 18 Nov. 1994 .mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/129 Helmut von Gottberg (25% Jew) 10 Nov. 1996, Düsseldorf, Ger., & Hans Georg Rhodovi (50% Jew) 10 Nov. 1996, Bad Salzuflen, Ger/01Helmut von Gottberg 10 Nov. 1996 & Hans Georg Rhodovi 10 Nov. 1996.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/129 Helmut von Gottberg (25% Jew) 10 Nov. 1996, Düsseldorf, Ger., & Hans Georg Rhodovi (50% Jew) 10 Nov. 1996, Bad Salzuflen, Ger/01Helmut von Gottberg 10 Nov. 1996 & Hans Georg Rhodovi 10 Nov. 1996.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x124606f70] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x124606f70] moov atom not found
[in#0 @ 0x124606d20] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/129 Helmut von Gottberg (25% Jew) 10 Nov. 1996, Düsseldorf, Ger., & Hans Georg Rhodovi (50% Jew) 10 Nov. 1996, Bad Salzuflen, Ger/01Helmut von Gottberg 10 Nov. 1996 & Hans Georg Rhodovi 10 Nov. 1996.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/140 Helmut Hofmann (50% Jew) 7 December 1996 Frankfurt a.M. Ger. and Wolfram Günter (50% Jew) 8 December 1996 Lindesfels, Ger/140 Helmut Hofmann 7 December 1996 and Wolfram Günter 8 December 1996.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/140 Helmut Hofmann (50% Jew) 7 December 1996 Frankfurt a.M. Ger. and Wolfram Günter (50% Jew) 8 December 1996 Lindesfels, Ger/140 Helmut Hofmann 7 December 1996 and Wolfram Günter 8 December 1996.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x11f806420] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x11f806420] moov atom not found
[in#0 @ 0x11f8061d0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/140 Helmut Hofmann (50% Jew) 7 December 1996 Frankfurt a.M. Ger. and Wolfram Günter (50% Jew) 8 December 1996 Lindesfels, Ger/140 Helmut Hofmann 7 December 1996 and Wolfram Günter 8 December 1996.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/143B Hans Kraushaar (50% Jew) 11 December 1996 Frankfurt a.M. Ger. and Hans Schmobrugk (50% Jew) 11 December 1996 Frankfurt a.M., Ger/143B Hans Kraushaar 11 December 1996 and Hans Schmobrugk 11 December 1996.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/143B Hans Kraushaar (50% Jew) 11 December 1996 Frankfurt a.M. Ger. and Hans Schmobrugk (50% Jew) 11 December 1996 Frankfurt a.M., Ger/143B Hans Kraushaar 11 December 1996 and Hans Schmobrugk 11 December 1996.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x130706fe0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x130706fe0] moov atom not found
[in#0 @ 0x130706d90] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/143B Hans Kraushaar (50% Jew) 11 December 1996 Frankfurt a.M. Ger. and Hans Schmobrugk (50% Jew) 11 December 1996 Frankfurt a.M., Ger/143B Hans Kraushaar 11 December 1996 and Hans Schmobrugk 11 December 1996.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/104c Robert & Margaret Braun (50% Jew) 7 Jan. 1996 Vienna, Austria, Hans Radvanyi (50% Jew) 7 Jan. 1996 Wien, Austria, & Frau Karl Taraba 8 Jan. 1996, Wien, Austria/2023-08-20 21-45-42.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/104c Robert & Margaret Braun (50% Jew) 7 Jan. 1996 Vienna, Austria, Hans Radvanyi (50% Jew) 7 Jan. 1996 Wien, Austria, & Frau Karl Taraba 8 Jan. 1996, Wien, Austria/2023-08-20 21-45-42.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x11cf06fe0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x11cf06fe0] moov atom not found
[in#0 @ 0x11cf06d90] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/104c Robert & Margaret Braun (50% Jew) 7 Jan. 1996 Vienna, Austria, Hans Radvanyi (50% Jew) 7 Jan. 1996 Wien, Austria, & Frau Karl Taraba 8 Jan. 1996, Wien, Austria/2023-08-20 21-45-42.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/58 (Video Good) Horst von Oppenfeld (25% Jew) 5 Jan. 1995, Bethesda, MA, USA & Klaus-Peter Scholz (50% Jew) 7 Jan. 1995, Montreal, Canada/01 Horst von Oppenfeld, 5 Jan. 1995.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/58 (Video Good) Horst von Oppenfeld (25% Jew) 5 Jan. 1995, Bethesda, MA, USA & Klaus-Peter Scholz (50% Jew) 7 Jan. 1995, Montreal, Canada/01 Horst von Oppenfeld, 5 Jan. 1995.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x129f06fe0] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x129f06fe0] moov atom not found
[in#0 @ 0x129f06d90] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/58 (Video Good) Horst von Oppenfeld (25% Jew) 5 Jan. 1995, Bethesda, MA, USA & Klaus-Peter Scholz (50% Jew) 7 Jan. 1995, Montreal, Canada/01 Horst von Oppenfeld, 5 Jan. 1995.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/66 Hans-Christian Lankes (25% Jew) 12 Feb. 1995 Bonn, Ger, & Egon Bahr (50% Jew), 13 Feb. 1995, Bonn, Ger/66 Hans-Christian Lankes 12 Feb. 1995 & Egon Bahr 13 Feb. 1995c.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/66 Hans-Christian Lankes (25% Jew) 12 Feb. 1995 Bonn, Ger, & Egon Bahr (50% Jew), 13 Feb. 1995, Bonn, Ger/66 Hans-Christian Lankes 12 Feb. 1995 & Egon Bahr 13 Feb. 1995c.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x144006580] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x144006580] moov atom not found
[in#0 @ 0x144006330] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/66 Hans-Christian Lankes (25% Jew) 12 Feb. 1995 Bonn, Ger, & Egon Bahr (50% Jew), 13 Feb. 1995, Bonn, Ger/66 Hans-Christian Lankes 12 Feb. 1995 & Egon Bahr 13 Feb. 1995c.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/216B Hanns-Heinz Bauer (50% Jew) 29 March 98, Würzburg, Ger., & Felix Bruck (50% Jew)18 April1998,Freiburg, i. Br., Ger/01Hanns Heinz Bauer, 29 March 1998, & Felix Bruck 18 April 1998.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/216B Hanns-Heinz Bauer (50% Jew) 29 March 98, Würzburg, Ger., & Felix Bruck (50% Jew)18 April1998,Freiburg, i. Br., Ger/01Hanns Heinz Bauer, 29 March 1998, & Felix Bruck 18 April 1998.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x12ce12a20] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x12ce12a20] moov atom not found
[in#0 @ 0x12ce127d0] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/216B Hanns-Heinz Bauer (50% Jew) 29 March 98, Würzburg, Ger., & Felix Bruck (50% Jew)18 April1998,Freiburg, i. Br., Ger/01Hanns Heinz Bauer, 29 March 1998, & Felix Bruck 18 April 1998.mp4.
Error opening input files: Invalid data found when processing input
"
"Bryan Rigg - D/118 Rabbi Greenberg, 18 Aug. 1996 Patterson, NJ, USA, Zulton Pollack (50% Jew) 20 Aug. 1995, New York City, NY, USA, & Gladys Howe, 16 Sept. 1996 Beaver, OK, USA/01Rabbi Greenberg, 18 Aug. 1996, Zulton Pollack, 20 Aug. 1996 Gladys Howe 16 July 1996.mp4","video","0.00","Error calculating duration: MoviePy error: failed to read the duration of file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/118 Rabbi Greenberg, 18 Aug. 1996 Patterson, NJ, USA, Zulton Pollack (50% Jew) 20 Aug. 1995, New York City, NY, USA, & Gladys Howe, 16 Sept. 1996 Beaver, OK, USA/01Rabbi Greenberg, 18 Aug. 1996, Zulton Pollack, 20 Aug. 1996 Gladys Howe 16 July 1996.mp4.
Here are the file infos returned by ffmpeg:

ffmpeg version 7.1 Copyright (c) 2000-2024 the FFmpeg developers
  built with Apple clang version 13.1.6 (clang-1316.0.21.2.5)
  configuration: --prefix=/Volumes/tempdisk/sw --extra-cflags=-fno-stack-check --arch=arm64 --cc=/usr/bin/clang --enable-gpl --enable-libvmaf --enable-libopenjpeg --enable-libopus --enable-libmp3lame --enable-libx264 --enable-libx265 --enable-libvpx --enable-libwebp --enable-libass --enable-libfreetype --enable-fontconfig --enable-libtheora --enable-libvorbis --enable-libsnappy --enable-libaom --enable-libvidstab --enable-libzimg --enable-libsvtav1 --enable-libharfbuzz --enable-libkvazaar --pkg-config-flags=--static --enable-ffplay --enable-postproc --enable-neon --enable-runtime-cpudetect --disable-indev=qtkit --disable-indev=x11grab_xcb
  libavutil      59. 39.100 / 59. 39.100
  libavcodec     61. 19.100 / 61. 19.100
  libavformat    61.  7.100 / 61.  7.100
  libavdevice    61.  3.100 / 61.  3.100
  libavfilter    10.  4.100 / 10.  4.100
  libswscale      8.  3.100 /  8.  3.100
  libswresample   5.  3.100 /  5.  3.100
  libpostproc    58.  3.100 / 58.  3.100
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x12fe12c60] Format mov,mp4,m4a,3gp,3g2,mj2 detected only with low score of 1, misdetection possible!
[mov,mp4,m4a,3gp,3g2,mj2 @ 0x12fe12c60] moov atom not found
[in#0 @ 0x12fe12a10] Error opening input: Invalid data found when processing input
Error opening input file /Users/dalecarman/Groove Jones Dropbox/Dale Carman/Projects/Bryan Rigg/_ORIGINAL_SOURCE/Bryan Rigg - D/118 Rabbi Greenberg, 18 Aug. 1996 Patterson, NJ, USA, Zulton Pollack (50% Jew) 20 Aug. 1995, New York City, NY, USA, & Gladys Howe, 16 Sept. 1996 Beaver, OK, USA/01Rabbi Greenberg, 18 Aug. 1996, Zulton Pollack, 20 Aug. 1996 Gladys Howe 16 July 1996.mp4.
Error opening input files: Invalid data found when processing input
"
